## STRATEGY: exact
## SKIPPED: ['has_low_plasma_membrane_amount', 'has_relational_adjective', 'has_high_plasma_membrane_amount', 'has_completed', 'has_not_completed', 'seeAlso', 'lacks_part', 'lacks_plasma_membrane_part', 'immediate_transformation_of']
true_positive	11532192	1861	1882	retinal ganglion cell	cl	CL:0000740	retinal ganglion cell (,{gangliocyte, ganglion cell of retina, RGC})
true_positive	16109169	3855	3859	cell	cl	CL:0000000	cell (,)
true_positive	16109169	3919	3929	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16109169	3934	3941	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16109169	4775	4780	cells	cl	CL:0000000	cell (,)
true_positive	16109169	4825	4829	cell	cl	CL:0000000	cell (,)
true_positive	16109169	5483	5493	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16109169	10555	10560	cells	cl	CL:0000000	cell (,)
true_positive	16109169	10653	10658	cells	cl	CL:0000000	cell (,)
true_positive	16109169	10949	10954	cells	cl	CL:0000000	cell (,)
true_positive	16109169	12687	12692	cells	cl	CL:0000000	cell (,)
true_positive	16109169	12990	12995	cells	cl	CL:0000000	cell (,)
true_positive	16109169	13621	13626	cells	cl	CL:0000000	cell (,)
true_positive	16109169	15906	15911	cells	cl	CL:0000000	cell (,)
true_positive	16109169	16176	16180	cell	cl	CL:0000000	cell (,)
true_positive	16109169	16614	16618	cell	cl	CL:0000000	cell (,)
true_positive	16109169	16871	16876	cells	cl	CL:0000000	cell (,)
true_positive	16109169	17982	17987	cells	cl	CL:0000000	cell (,)
true_positive	16109169	22617	22638	primordial germ cells	cl	CL:0000670	primordial germ cell (,)
true_positive	16109169	25891	25912	primordial germ cells	cl	CL:0000670	primordial germ cell (,)
true_positive	16109169	28223	28243	extraembryonic cells	cl	CL:0000349	extraembryonic cell (,)
true_positive	16109169	30468	30475	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16109169	30915	30919	cell	cl	CL:0000000	cell (,)
true_positive	16109169	33781	33802	Primordial Germ Cells	cl	CL:0000670	primordial germ cell (,)
true_positive	16109169	34713	34734	primordial germ cells	cl	CL:0000670	primordial germ cell (,)
true_positive	16109169	2093	2100	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16110338	391	410	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	805	810	cells	cl	CL:0000000	cell (,)
true_positive	16110338	961	965	cell	cl	CL:0000000	cell (,)
true_positive	16110338	1507	1525	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	1944	1948	cell	cl	CL:0000000	cell (,)
true_positive	16110338	4200	4205	cells	cl	CL:0000000	cell (,)
true_positive	16110338	4263	4268	cells	cl	CL:0000000	cell (,)
true_positive	16110338	4644	4662	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	5183	5187	cell	cl	CL:0000000	cell (,)
true_positive	16110338	5275	5280	cells	cl	CL:0000000	cell (,)
true_positive	16110338	5704	5709	cells	cl	CL:0000000	cell (,)
true_positive	16110338	5844	5849	cells	cl	CL:0000000	cell (,)
true_positive	16110338	5937	5941	cell	cl	CL:0000000	cell (,)
true_positive	16110338	9029	9034	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9243	9248	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9362	9367	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9475	9480	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9594	9599	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9677	9681	cell	cl	CL:0000000	cell (,)
true_positive	16110338	9744	9749	cells	cl	CL:0000000	cell (,)
true_positive	16110338	9799	9803	cell	cl	CL:0000000	cell (,)
true_positive	16110338	9840	9844	cell	cl	CL:0000000	cell (,)
true_positive	16110338	10028	10033	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10073	10078	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10135	10140	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10226	10231	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10300	10305	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10333	10338	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10431	10436	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10628	10633	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10766	10771	cells	cl	CL:0000000	cell (,)
true_positive	16110338	10868	10873	cells	cl	CL:0000000	cell (,)
true_positive	16110338	11003	11008	cells	cl	CL:0000000	cell (,)
true_positive	16110338	11128	11133	cells	cl	CL:0000000	cell (,)
true_positive	16110338	11436	11441	cells	cl	CL:0000000	cell (,)
true_positive	16110338	12151	12156	cells	cl	CL:0000000	cell (,)
true_positive	16110338	14370	14374	cell	cl	CL:0000000	cell (,)
true_positive	16110338	16775	16779	cell	cl	CL:0000000	cell (,)
true_positive	16110338	16811	16816	cells	cl	CL:0000000	cell (,)
true_positive	16110338	17034	17038	cell	cl	CL:0000000	cell (,)
true_positive	16110338	17179	17183	cell	cl	CL:0000000	cell (,)
true_positive	16110338	20903	20907	cell	cl	CL:0000000	cell (,)
true_positive	16110338	21071	21081	glial cell	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	16110338	21341	21345	Cell	cl	CL:0000000	cell (,)
true_positive	16110338	21459	21477	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	21521	21525	cell	cl	CL:0000000	cell (,)
true_positive	16110338	22309	22314	cells	cl	CL:0000000	cell (,)
true_positive	16110338	22501	22506	cells	cl	CL:0000000	cell (,)
true_positive	16110338	22588	22592	cell	cl	CL:0000000	cell (,)
true_positive	16110338	22690	22695	cells	cl	CL:0000000	cell (,)
true_positive	16110338	22736	22740	cell	cl	CL:0000000	cell (,)
true_positive	16110338	22885	22890	cells	cl	CL:0000000	cell (,)
true_positive	16110338	22942	22947	cells	cl	CL:0000000	cell (,)
true_positive	16110338	23053	23057	cell	cl	CL:0000000	cell (,)
true_positive	16110338	23337	23341	cell	cl	CL:0000000	cell (,)
true_positive	16110338	23544	23549	cells	cl	CL:0000000	cell (,)
true_positive	16110338	23641	23646	cells	cl	CL:0000000	cell (,)
true_positive	16110338	23842	23847	cells	cl	CL:0000000	cell (,)
true_positive	16110338	24008	24012	cell	cl	CL:0000000	cell (,)
true_positive	16110338	24884	24889	cells	cl	CL:0000000	cell (,)
true_positive	16110338	24997	25001	cell	cl	CL:0000000	cell (,)
true_positive	16110338	25167	25172	cells	cl	CL:0000000	cell (,)
true_positive	16110338	25619	25624	cells	cl	CL:0000000	cell (,)
true_positive	16110338	25643	25648	cells	cl	CL:0000000	cell (,)
true_positive	16110338	25763	25768	cells	cl	CL:0000000	cell (,)
true_positive	16110338	25965	25970	cells	cl	CL:0000000	cell (,)
true_positive	16110338	26070	26075	cells	cl	CL:0000000	cell (,)
true_positive	16110338	26408	26413	cells	cl	CL:0000000	cell (,)
true_positive	16110338	26531	26536	cells	cl	CL:0000000	cell (,)
true_positive	16110338	26637	26642	cells	cl	CL:0000000	cell (,)
true_positive	16110338	26662	26667	cells	cl	CL:0000000	cell (,)
true_positive	16110338	27655	27660	cells	cl	CL:0000000	cell (,)
true_positive	16110338	27795	27800	cells	cl	CL:0000000	cell (,)
true_positive	16110338	27850	27854	cell	cl	CL:0000000	cell (,)
true_positive	16110338	27921	27926	cells	cl	CL:0000000	cell (,)
true_positive	16110338	29541	29551	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	16110338	32231	32236	cells	cl	CL:0000000	cell (,)
true_positive	16110338	33537	33542	cells	cl	CL:0000000	cell (,)
true_positive	16110338	33695	33700	cells	cl	CL:0000000	cell (,)
true_positive	16110338	35583	35588	cells	cl	CL:0000000	cell (,)
true_positive	16110338	35656	35660	cell	cl	CL:0000000	cell (,)
true_positive	16110338	35730	35735	cells	cl	CL:0000000	cell (,)
true_positive	16110338	35843	35848	cells	cl	CL:0000000	cell (,)
true_positive	16110338	36030	36034	cell	cl	CL:0000000	cell (,)
true_positive	16110338	36322	36326	cell	cl	CL:0000000	cell (,)
true_positive	16110338	36675	36680	cells	cl	CL:0000000	cell (,)
true_positive	16110338	37186	37191	cells	cl	CL:0000000	cell (,)
true_positive	16110338	37666	37671	cells	cl	CL:0000000	cell (,)
true_positive	16110338	38540	38545	cells	cl	CL:0000000	cell (,)
true_positive	16110338	39179	39197	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	39494	39513	photoreceptor cells	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	40161	40179	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	40277	40281	cell	cl	CL:0000000	cell (,)
true_positive	16110338	40303	40307	cell	cl	CL:0000000	cell (,)
true_positive	16110338	40581	40599	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	40731	40735	cell	cl	CL:0000000	cell (,)
true_positive	16110338	42633	42651	photoreceptor cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	48132	48136	cell	cl	CL:0000000	cell (,)
true_positive	16110338	48433	48438	cells	cl	CL:0000000	cell (,)
true_positive	16110338	48471	48475	cell	cl	CL:0000000	cell (,)
true_positive	16110338	51229	51234	cells	cl	CL:0000000	cell (,)
true_positive	16110338	51754	51758	cell	cl	CL:0000000	cell (,)
true_positive	16110338	51793	51798	cells	cl	CL:0000000	cell (,)
true_positive	16110338	52083	52087	cell	cl	CL:0000000	cell (,)
true_positive	16110338	52142	52146	cell	cl	CL:0000000	cell (,)
true_positive	16110338	52198	52202	cell	cl	CL:0000000	cell (,)
true_positive	16110338	52284	52289	cells	cl	CL:0000000	cell (,)
true_positive	16110338	52382	52386	cell	cl	CL:0000000	cell (,)
true_positive	16110338	52662	52667	cells	cl	CL:0000000	cell (,)
true_positive	16110338	52905	52910	cells	cl	CL:0000000	cell (,)
true_positive	16110338	53186	53190	cell	cl	CL:0000000	cell (,)
true_positive	16110338	54789	54794	cells	cl	CL:0000000	cell (,)
true_positive	16110338	54966	54971	cells	cl	CL:0000000	cell (,)
true_positive	16110338	60060	60064	cell	cl	CL:0000000	cell (,)
true_positive	16110338	66246	66264	Photoreceptor Cell	cl	CL:0000210	photoreceptor cell (,)
true_positive	16110338	61713	61717	cell	cl	CL:0000000	cell (,)
true_positive	16110338	61894	61899	cells	cl	CL:0000000	cell (,)
true_positive	16110338	63958	63962	Cell	cl	CL:0000000	cell (,)
true_positive	16110338	64067	64071	cell	cl	CL:0000000	cell (,)
true_positive	16110338	64156	64161	cells	cl	CL:0000000	cell (,)
true_positive	16110338	64707	64712	cells	cl	CL:0000000	cell (,)
true_positive	16110338	65235	65240	cells	cl	CL:0000000	cell (,)
true_positive	16110338	66468	66473	cells	cl	CL:0000000	cell (,)
true_positive	16110338	66504	66509	Cells	cl	CL:0000000	cell (,)
true_positive	16110338	66599	66604	cells	cl	CL:0000000	cell (,)
true_positive	16110338	66641	66645	cell	cl	CL:0000000	cell (,)
true_positive	16110338	67260	67265	cells	cl	CL:0000000	cell (,)
true_positive	16110338	67509	67514	cells	cl	CL:0000000	cell (,)
true_positive	16110338	67693	67697	cell	cl	CL:0000000	cell (,)
true_positive	16110338	67848	67852	cell	cl	CL:0000000	cell (,)
true_positive	16110338	68039	68043	cell	cl	CL:0000000	cell (,)
true_positive	16121255	868	872	cell	cl	CL:0000000	cell (,)
true_positive	16121255	1171	1175	cell	cl	CL:0000000	cell (,)
true_positive	16121255	1853	1858	cells	cl	CL:0000000	cell (,)
true_positive	16121255	1920	1925	cells	cl	CL:0000000	cell (,)
true_positive	16121255	2076	2080	cell	cl	CL:0000000	cell (,)
true_positive	16121255	2175	2179	cell	cl	CL:0000000	cell (,)
true_positive	16121255	3539	3544	cells	cl	CL:0000000	cell (,)
true_positive	16121255	3653	3658	cells	cl	CL:0000000	cell (,)
true_positive	16121255	4063	4068	cells	cl	CL:0000000	cell (,)
true_positive	16121255	4591	4596	cells	cl	CL:0000000	cell (,)
true_positive	16121255	6289	6294	cells	cl	CL:0000000	cell (,)
true_positive	16121255	6435	6439	cell	cl	CL:0000000	cell (,)
true_positive	16121255	12909	12913	cell	cl	CL:0000000	cell (,)
true_positive	16121255	13331	13336	cells	cl	CL:0000000	cell (,)
true_positive	16121255	13559	13563	cell	cl	CL:0000000	cell (,)
true_positive	16121255	14090	14095	cells	cl	CL:0000000	cell (,)
true_positive	16121255	14104	14108	cell	cl	CL:0000000	cell (,)
true_positive	16121255	14224	14228	cell	cl	CL:0000000	cell (,)
true_positive	16121255	14252	14257	cells	cl	CL:0000000	cell (,)
true_positive	16121255	14402	14407	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	14547	14552	cells	cl	CL:0000000	cell (,)
true_positive	16121255	15000	15005	cells	cl	CL:0000000	cell (,)
true_positive	16121255	15365	15370	cells	cl	CL:0000000	cell (,)
true_positive	16121255	16105	16112	oocytes	cl	CL:0000023	oocyte (,)
true_positive	16121255	16156	16161	cells	cl	CL:0000000	cell (,)
true_positive	16121255	17093	17098	cells	cl	CL:0000000	cell (,)
true_positive	16121255	17371	17376	cells	cl	CL:0000000	cell (,)
true_positive	16121255	17395	17400	cells	cl	CL:0000000	cell (,)
true_positive	16121255	17741	17746	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18000	18004	cell	cl	CL:0000000	cell (,)
true_positive	16121255	18121	18126	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18424	18429	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18484	18489	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18590	18595	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18705	18710	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18876	18881	cells	cl	CL:0000000	cell (,)
true_positive	16121255	18940	18944	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19158	19162	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19322	19326	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19568	19572	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19795	19799	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19824	19829	cells	cl	CL:0000000	cell (,)
true_positive	16121255	21095	21100	cells	cl	CL:0000000	cell (,)
true_positive	16121255	22734	22739	cells	cl	CL:0000000	cell (,)
true_positive	16121255	23014	23019	cells	cl	CL:0000000	cell (,)
true_positive	16121255	24429	24434	cells	cl	CL:0000000	cell (,)
true_positive	16121255	25184	25189	cells	cl	CL:0000000	cell (,)
true_positive	16121255	25457	25462	cells	cl	CL:0000000	cell (,)
true_positive	16121255	27414	27418	Cell	cl	CL:0000000	cell (,)
true_positive	16121255	27452	27456	cell	cl	CL:0000000	cell (,)
true_positive	16121255	27470	27475	cells	cl	CL:0000000	cell (,)
true_positive	16121255	27741	27745	cell	cl	CL:0000000	cell (,)
true_positive	16121255	27753	27758	cells	cl	CL:0000000	cell (,)
true_positive	16121255	28161	28166	cells	cl	CL:0000000	cell (,)
true_positive	16121255	30563	30568	cells	cl	CL:0000000	cell (,)
true_positive	16121255	30576	30581	cells	cl	CL:0000000	cell (,)
true_positive	16121255	30722	30727	cells	cl	CL:0000000	cell (,)
true_positive	16121255	31601	31606	cells	cl	CL:0000000	cell (,)
true_positive	16121255	31644	31649	cells	cl	CL:0000000	cell (,)
true_positive	16121255	31718	31723	cells	cl	CL:0000000	cell (,)
true_positive	16121255	31918	31923	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	32280	32285	cells	cl	CL:0000000	cell (,)
true_positive	16121255	33380	33385	cells	cl	CL:0000000	cell (,)
true_positive	16121255	33400	33404	cell	cl	CL:0000000	cell (,)
true_positive	16121255	33599	33604	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	33710	33715	cells	cl	CL:0000000	cell (,)
true_positive	16121255	34440	34445	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	12730	12734	cell	cl	CL:0000000	cell (,)
true_positive	16121255	13429	13433	cell	cl	CL:0000000	cell (,)
true_positive	16121255	13760	13764	cell	cl	CL:0000000	cell (,)
true_positive	16121255	16475	16479	cell	cl	CL:0000000	cell (,)
true_positive	16121255	16896	16900	cell	cl	CL:0000000	cell (,)
true_positive	16121255	19941	19945	cell	cl	CL:0000000	cell (,)
true_positive	16121255	20050	20054	cell	cl	CL:0000000	cell (,)
true_positive	16121255	21762	21766	cell	cl	CL:0000000	cell (,)
true_positive	16121255	21919	21923	cell	cl	CL:0000000	cell (,)
true_positive	16121255	24718	24722	cell	cl	CL:0000000	cell (,)
true_positive	16121255	31486	31490	Cell	cl	CL:0000000	cell (,)
true_positive	16121255	31807	31812	cells	cl	CL:0000000	cell (,)
true_positive	16121255	38459	38463	Cell	cl	CL:0000000	cell (,)
true_positive	16121255	39015	39019	cell	cl	CL:0000000	cell (,)
true_positive	16121255	39166	39171	cells	cl	CL:0000000	cell (,)
true_positive	16121255	39479	39483	cell	cl	CL:0000000	cell (,)
true_positive	16121255	39621	39625	cell	cl	CL:0000000	cell (,)
true_positive	16121255	39745	39750	cells	cl	CL:0000000	cell (,)
true_positive	16121255	39798	39803	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	40124	40129	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	40479	40484	cells	cl	CL:0000000	cell (,)
true_positive	16121255	41040	41044	cell	cl	CL:0000000	cell (,)
true_positive	16121255	41144	41149	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	41293	41297	cell	cl	CL:0000000	cell (,)
true_positive	16121255	41309	41314	cells	cl	CL:0000000	cell (,)
true_positive	16121255	41400	41405	cells	cl	CL:0000000	cell (,)
true_positive	16121255	41449	41454	Cells	cl	CL:0000000	cell (,)
true_positive	16121255	41491	41495	cell	cl	CL:0000000	cell (,)
true_positive	16121256	1508	1518	stem cells	cl	CL:0000034	stem cell (,)
true_positive	16121256	4531	4536	cells	cl	CL:0000000	cell (,)
true_positive	16121256	5620	5625	cells	cl	CL:0000000	cell (,)
true_positive	16121256	5883	5887	cell	cl	CL:0000000	cell (,)
true_positive	16121256	5933	5937	cell	cl	CL:0000000	cell (,)
true_positive	16121256	5949	5953	cell	cl	CL:0000000	cell (,)
true_positive	16121256	6302	6306	cell	cl	CL:0000000	cell (,)
true_positive	16121256	15402	15409	myocyte	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	15545	15552	myocyte	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	15623	15631	myocytes	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	15791	15799	myocytes	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	15915	15923	myocytes	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	18873	18880	myocyte	cl	CL:0000187	muscle cell (,myocyte)
true_positive	16121256	21888	21893	cells	cl	CL:0000000	cell (,)
true_positive	16121256	22560	22564	cell	cl	CL:0000000	cell (,)
true_positive	16121256	24517	24522	sperm	cl	CL:0000019	sperm (,{spermatozoon, sperm cell, spermatozoid})
true_positive	16216087	2916	2921	cells	cl	CL:0000000	cell (,)
true_positive	16216087	2944	2951	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	2953	2966	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16216087	4757	4762	cells	cl	CL:0000000	cell (,)
true_positive	16216087	8548	8555	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	24194	24199	cells	cl	CL:0000000	cell (,)
true_positive	16216087	27535	27542	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	27599	27612	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16216087	31403	31410	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	32908	32912	cell	cl	CL:0000000	cell (,)
true_positive	16216087	33542	33559	pyramidal neurons	cl	CL:0000598	pyramidal cell (,{projection neuron, pyramidal neuron})
true_positive	16216087	33766	33779	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16216087	37485	37492	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	45157	45164	oocytes	cl	CL:0000023	oocyte (,)
true_positive	16216087	58160	58173	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16216087	58190	58195	cells	cl	CL:0000000	cell (,)
true_positive	16216087	59994	59999	cells	cl	CL:0000000	cell (,)
true_positive	16216087	60056	60061	cells	cl	CL:0000000	cell (,)
true_positive	16216087	60110	60123	granule cells	cl	CL:0000120	granule cell (,)
true_positive	16216087	32816	32820	cell	cl	CL:0000000	cell (,)
true_positive	16216087	68060	68067	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	68084	68091	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16216087	68125	68132	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16221973	3641	3651	hepatocyte	cl	CL:0000182	hepatocyte (,)
true_positive	16221973	6007	6012	cells	cl	CL:0000000	cell (,)
true_positive	16221973	13052	13056	Cell	cl	CL:0000000	cell (,)
true_positive	16221973	13084	13095	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16221973	13324	13329	cells	cl	CL:0000000	cell (,)
true_positive	16221973	13567	13571	Cell	cl	CL:0000000	cell (,)
true_positive	16221973	13819	13824	cells	cl	CL:0000000	cell (,)
true_positive	16221973	14098	14103	cells	cl	CL:0000000	cell (,)
true_positive	16221973	14195	14200	cells	cl	CL:0000000	cell (,)
true_positive	16221973	14346	14350	cell	cl	CL:0000000	cell (,)
true_positive	16221973	14576	14581	cells	cl	CL:0000000	cell (,)
true_positive	16221973	14760	14765	cells	cl	CL:0000000	cell (,)
true_positive	16221973	14977	14981	Cell	cl	CL:0000000	cell (,)
true_positive	16221973	27495	27506	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16221973	27651	27655	cell	cl	CL:0000000	cell (,)
true_positive	16221973	27846	27850	cell	cl	CL:0000000	cell (,)
true_positive	16221973	27949	27954	cells	cl	CL:0000000	cell (,)
true_positive	16221973	28204	28208	cell	cl	CL:0000000	cell (,)
true_positive	16221973	29654	29659	cells	cl	CL:0000000	cell (,)
true_positive	16221973	29894	29905	glial cells	cl	CL:0000125	glial cell (,neuroglial cell)
true_positive	16221973	30632	30636	cell	cl	CL:0000000	cell (,)
true_positive	16221973	31068	31072	cell	cl	CL:0000000	cell (,)
true_positive	16221973	31803	31808	cells	cl	CL:0000000	cell (,)
true_positive	16221973	31944	31949	cells	cl	CL:0000000	cell (,)
true_positive	16221973	33364	33369	cells	cl	CL:0000000	cell (,)
true_positive	16221973	36367	36372	cells	cl	CL:0000000	cell (,)
true_positive	16221973	37593	37604	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16221973	14484	14489	cells	cl	CL:0000000	cell (,)
true_positive	16221973	39189	39194	cells	cl	CL:0000000	cell (,)
true_positive	16221973	45259	45264	Cells	cl	CL:0000000	cell (,)
true_positive	16221973	45365	45370	cells	cl	CL:0000000	cell (,)
true_positive	16221973	45430	45441	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16221973	45525	45530	Cells	cl	CL:0000000	cell (,)
true_positive	16221973	45819	45824	cells	cl	CL:0000000	cell (,)
true_positive	16255782	96	112	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	16255782	495	511	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	16255782	2837	2842	cells	cl	CL:0000000	cell (,)
true_positive	16255782	2868	2884	epithelial cells	cl	CL:0000066	epithelial cell (,)
true_positive	16255782	18033	18043	fibroblast	cl	CL:0000057	fibroblast (,)
true_positive	16255782	18048	18054	B cell	cl	CL:0000236	B cell (,{B-lymphocyte, B-cell, B lymphocyte})
true_positive	16255782	19292	19296	cell	cl	CL:0000000	cell (,)
true_positive	16255782	19328	19339	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16255782	19350	19365	epidermal cells	cl	CL:0000362	epidermal cell (,)
true_positive	16255782	17942	17948	B cell	cl	CL:0000236	B cell (,{B-lymphocyte, B-cell, B lymphocyte})
true_positive	16255782	25267	25271	cell	cl	CL:0000000	cell (,)
true_positive	16255782	25315	25319	cell	cl	CL:0000000	cell (,)
true_positive	16279840	11119	11123	cell	cl	CL:0000000	cell (,)
true_positive	16279840	27175	27182	neurons	cl	CL:0000540	neuron (,nerve cell)
true_positive	16279840	33652	33662	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	16279840	42385	42394	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	42530	42539	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	42693	42702	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	43005	43014	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	43240	43249	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	43549	43558	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	43629	43634	cells	cl	CL:0000000	cell (,)
true_positive	16279840	43813	43822	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	45306	45315	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	45694	45703	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	45955	45964	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	46257	46266	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	46759	46768	microglia	cl	CL:0000129	microglial cell (,microglia)
true_positive	16279840	71051	71061	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	16279840	70925	70935	astrocytes	cl	CL:0000127	astrocyte (,)
true_positive	16362077	711	724	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	966	976	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	1089	1100	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16362077	1185	1195	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	1270	1281	fibroblasts	cl	CL:0000057	fibroblast (,)
true_positive	16362077	1305	1314	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	1435	1445	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	1610	1619	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	1664	1674	osteoblast	cl	CL:0000062	osteoblast (,)
false_positive	16362077	1756	1772	mesenchymal cell	cl	CL:0000134	mesenchymal cell (,)
true_positive	16362077	2452	2462	adipocytes	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	2519	2530	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	2662	2673	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	2838	2847	stem cell	cl	CL:0000034	stem cell (,)
true_positive	16362077	3070	3081	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	3128	3139	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	3266	3277	osteoblasts	cl	CL:0000062	osteoblast (,)
true_positive	16362077	3282	3293	osteoclasts	cl	CL:0000092	osteoclast (,)
true_positive	16362077	3390	3400	osteoclast	cl	CL:0000092	osteoclast (,)
true_positive	16362077	3406	3416	osteoblast	cl	CL:0000062	osteoblast (,)
true_positive	16362077	3685	3690	cells	cl	CL:0000000	cell (,)
true_positive	16362077	4380	4384	cell	cl	CL:0000000	cell (,)
true_positive	16362077	4497	4510	stromal cells	cl	CL:0000499	stromal cell (,)
true_positive	16362077	4574	4583	adipocyte	cl	CL:0000136	fat cell (,{adipocyte, lipocyte})
true_positive	16362077	4608	4618	osteoblast	cl	CL:0000062	osteoblast (,)
